KEY,FREQ,REF_AREA,BANK_SELECTION,BLS_ITEM,BLS_COUNT,BLS_COUNT_DETAIL,TIME_HORIZON,EFFECT_DOMAIN,MARKET_ROLE,BLS_AGG_METHOD,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,COLLECTION,COMPILING_ORG,DISS_ORG,DECIMALS,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
BLS.Q.U2.ALL.MF.E.Z.B3.ST.S.WFNET,Q,U2,ALL,MF,E,Z,B3,ST,S,WFNET,2003-Q1,15.132254744958573,A,F,,,P3M,B,,,0,,Credit standards-Impact of ability to access market financing-Enterprise,Euro area (changing composition) - All banks - Question on Impact of ability to access market financing - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.MF.E.Z.B3.ST.S.WFNET,Q,U2,ALL,MF,E,Z,B3,ST,S,WFNET,2003-Q2,14.31148068946216,A,F,,,P3M,B,,,0,,Credit standards-Impact of ability to access market financing-Enterprise,Euro area (changing composition) - All banks - Question on Impact of ability to access market financing - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.MF.E.Z.B3.ST.S.WFNET,Q,U2,ALL,MF,E,Z,B3,ST,S,WFNET,2003-Q3,7.812515843996257,A,F,,,P3M,B,,,0,,Credit standards-Impact of ability to access market financing-Enterprise,Euro area (changing composition) - All banks - Question on Impact of ability to access market financing - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.MF.E.Z.B3.ST.S.WFNET,Q,U2,ALL,MF,E,Z,B3,ST,S,WFNET,2003-Q4,1.5528713893807358,A,F,,,P3M,B,,,0,,Credit standards-Impact of ability to access market financing-Enterprise,Euro area (changing composition) - All banks - Question on Impact of ability to access market financing - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.MF.E.Z.B3.ST.S.WFNET,Q,U2,ALL,MF,E,Z,B3,ST,S,WFNET,2004-Q1,-1.2552062687609538,A,F,,,P3M,B,,,0,,Credit standards-Impact of ability to access market financing-Enterprise,Euro area (changing composition) - All banks - Question on Impact of ability to access market financing - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.MF.E.Z.B3.ST.S.WFNET,Q,U2,ALL,MF,E,Z,B3,ST,S,WFNET,2004-Q2,4.161504496307699,A,F,,,P3M,B,,,0,,Credit standards-Impact of ability to access market financing-Enterprise,Euro area (changing composition) - All banks - Question on Impact of ability to access market financing - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.MF.E.Z.B3.ST.S.WFNET,Q,U2,ALL,MF,E,Z,B3,ST,S,WFNET,2004-Q3,0.004879338671472962,A,F,,,P3M,B,,,0,,Credit standards-Impact of ability to access market financing-Enterprise,Euro area (changing composition) - All banks - Question on Impact of ability to access market financing - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.MF.E.Z.B3.ST.S.WFNET,Q,U2,ALL,MF,E,Z,B3,ST,S,WFNET,2004-Q4,-2.8875097540772376,A,F,,,P3M,B,,,0,,Credit standards-Impact of ability to access market financing-Enterprise,Euro area (changing composition) - All banks - Question on Impact of ability to access market financing - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.MF.E.Z.B3.ST.S.WFNET,Q,U2,ALL,MF,E,Z,B3,ST,S,WFNET,2005-Q1,-2.6779063321710757,A,F,,,P3M,B,,,0,,Credit standards-Impact of ability to access market financing-Enterprise,Euro area (changing composition) - All banks - Question on Impact of ability to access market financing - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.MF.E.Z.B3.ST.S.WFNET,Q,U2,ALL,MF,E,Z,B3,ST,S,WFNET,2005-Q2,0.6368057695489127,A,F,,,P3M,B,,,0,,Credit standards-Impact of ability to access market financing-Enterprise,Euro area (changing composition) - All banks - Question on Impact of ability to access market financing - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
