KEY,FREQ,REF_AREA,BANK_SELECTION,BLS_ITEM,BLS_COUNT,BLS_COUNT_DETAIL,TIME_HORIZON,EFFECT_DOMAIN,MARKET_ROLE,BLS_AGG_METHOD,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,COLLECTION,COMPILING_ORG,DISS_ORG,DECIMALS,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
BLS.Q.U2.ALL.RCD.E.Z.B3.ST.S.WFNET,Q,U2,ALL,RCD,E,Z,B3,ST,S,WFNET,2003-Q1,58.58408561567955,A,F,,,P3M,B,,,0,,Credit standards-Impact of risk on the collateral demanded-Enterprise,Euro area (changing composition) - All banks - Question on Impact of risk on the collateral demanded - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.RCD.E.Z.B3.ST.S.WFNET,Q,U2,ALL,RCD,E,Z,B3,ST,S,WFNET,2003-Q2,36.36515057366228,A,F,,,P3M,B,,,0,,Credit standards-Impact of risk on the collateral demanded-Enterprise,Euro area (changing composition) - All banks - Question on Impact of risk on the collateral demanded - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.RCD.E.Z.B3.ST.S.WFNET,Q,U2,ALL,RCD,E,Z,B3,ST,S,WFNET,2003-Q3,24.599623923956806,A,F,,,P3M,B,,,0,,Credit standards-Impact of risk on the collateral demanded-Enterprise,Euro area (changing composition) - All banks - Question on Impact of risk on the collateral demanded - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.RCD.E.Z.B3.ST.S.WFNET,Q,U2,ALL,RCD,E,Z,B3,ST,S,WFNET,2003-Q4,20.274943653407107,A,F,,,P3M,B,,,0,,Credit standards-Impact of risk on the collateral demanded-Enterprise,Euro area (changing composition) - All banks - Question on Impact of risk on the collateral demanded - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.RCD.E.Z.B3.ST.S.WFNET,Q,U2,ALL,RCD,E,Z,B3,ST,S,WFNET,2004-Q1,13.180886108701998,A,F,,,P3M,B,,,0,,Credit standards-Impact of risk on the collateral demanded-Enterprise,Euro area (changing composition) - All banks - Question on Impact of risk on the collateral demanded - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.RCD.E.Z.B3.ST.S.WFNET,Q,U2,ALL,RCD,E,Z,B3,ST,S,WFNET,2004-Q2,13.76435145455731,A,F,,,P3M,B,,,0,,Credit standards-Impact of risk on the collateral demanded-Enterprise,Euro area (changing composition) - All banks - Question on Impact of risk on the collateral demanded - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.RCD.E.Z.B3.ST.S.WFNET,Q,U2,ALL,RCD,E,Z,B3,ST,S,WFNET,2004-Q3,1.2349188089633059,A,F,,,P3M,B,,,0,,Credit standards-Impact of risk on the collateral demanded-Enterprise,Euro area (changing composition) - All banks - Question on Impact of risk on the collateral demanded - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.RCD.E.Z.B3.ST.S.WFNET,Q,U2,ALL,RCD,E,Z,B3,ST,S,WFNET,2004-Q4,1.379043379494913,A,F,,,P3M,B,,,0,,Credit standards-Impact of risk on the collateral demanded-Enterprise,Euro area (changing composition) - All banks - Question on Impact of risk on the collateral demanded - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.RCD.E.Z.B3.ST.S.WFNET,Q,U2,ALL,RCD,E,Z,B3,ST,S,WFNET,2005-Q1,4.028182865482976,A,F,,,P3M,B,,,0,,Credit standards-Impact of risk on the collateral demanded-Enterprise,Euro area (changing composition) - All banks - Question on Impact of risk on the collateral demanded - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.RCD.E.Z.B3.ST.S.WFNET,Q,U2,ALL,RCD,E,Z,B3,ST,S,WFNET,2005-Q2,3.1294377602961165,A,F,,,P3M,B,,,0,,Credit standards-Impact of risk on the collateral demanded-Enterprise,Euro area (changing composition) - All banks - Question on Impact of risk on the collateral demanded - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.RCD.E.Z.B3.ST.S.WFNET,Q,U2,ALL,RCD,E,Z,B3,ST,S,WFNET,2005-Q3,0.6254595485504544,A,F,,,P3M,B,,,0,,Credit standards-Impact of risk on the collateral demanded-Enterprise,Euro area (changing composition) - All banks - Question on Impact of risk on the collateral demanded - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.RCD.E.Z.B3.ST.S.WFNET,Q,U2,ALL,RCD,E,Z,B3,ST,S,WFNET,2005-Q4,0.6212661041769357,A,F,,,P3M,B,,,0,,Credit standards-Impact of risk on the collateral demanded-Enterprise,Euro area (changing composition) - All banks - Question on Impact of risk on the collateral demanded - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.RCD.E.Z.B3.ST.S.WFNET,Q,U2,ALL,RCD,E,Z,B3,ST,S,WFNET,2006-Q1,-1.401785956418033,A,F,,,P3M,B,,,0,,Credit standards-Impact of risk on the collateral demanded-Enterprise,Euro area (changing composition) - All banks - Question on Impact of risk on the collateral demanded - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.RCD.E.Z.B3.ST.S.WFNET,Q,U2,ALL,RCD,E,Z,B3,ST,S,WFNET,2006-Q2,2.7032084291541496,A,F,,,P3M,B,,,0,,Credit standards-Impact of risk on the collateral demanded-Enterprise,Euro area (changing composition) - All banks - Question on Impact of risk on the collateral demanded - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.RCD.E.Z.B3.ST.S.WFNET,Q,U2,ALL,RCD,E,Z,B3,ST,S,WFNET,2006-Q3,3.7270248616550417,A,F,,,P3M,B,,,0,,Credit standards-Impact of risk on the collateral demanded-Enterprise,Euro area (changing composition) - All banks - Question on Impact of risk on the collateral demanded - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.RCD.E.Z.B3.ST.S.WFNET,Q,U2,ALL,RCD,E,Z,B3,ST,S,WFNET,2006-Q4,1.34217750613038,A,F,,,P3M,B,,,0,,Credit standards-Impact of risk on the collateral demanded-Enterprise,Euro area (changing composition) - All banks - Question on Impact of risk on the collateral demanded - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.RCD.E.Z.B3.ST.S.WFNET,Q,U2,ALL,RCD,E,Z,B3,ST,S,WFNET,2007-Q1,-0.4814680762445315,A,F,,,P3M,B,,,0,,Credit standards-Impact of risk on the collateral demanded-Enterprise,Euro area (changing composition) - All banks - Question on Impact of risk on the collateral demanded - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
BLS.Q.U2.ALL.RCD.E.Z.B3.ST.S.WFNET,Q,U2,ALL,RCD,E,Z,B3,ST,S,WFNET,2007-Q2,1.016417309155407,A,F,,,P3M,B,,,0,,Credit standards-Impact of risk on the collateral demanded-Enterprise,Euro area (changing composition) - All banks - Question on Impact of risk on the collateral demanded - contract counterpart Enterprise - Backward looking three months - domain of Credit standards Loan supply Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate,PC,0
